#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
2385000	4961436	54881	1776939	120229	HHV8GK18_gp15	RP11-208F1.2	K4.1	TEX10	-	Ipi1|bA208F1.2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385001	4961436	80204	1776939	123173	HHV8GK18_gp15	UG063H01	K4.1	FBXO11	-	FBX11|PRMT9|UBR6|VIT1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385002	4961436	27043	1776939	117973	HHV8GK18_gp15	-	K4.1	PELP1	-	MNAR|P160	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385003	4961436	79707	1776939	122825	HHV8GK18_gp15	-	K4.1	NOL9	-	Grc3|NET6	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385004	4961436	57418	1776939	121517	HHV8GK18_gp15	-	K4.1	WDR18	-	Ipi3|R32184_1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385005	4961436	10330	1776939	115613	HHV8GK18_gp15	UNQ1943/PRO4426	K4.1	CNPY2	-	HP10390|MSAP|TMEM4|ZSIG9	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385006	4961436	26168	1776939	117594	HHV8GK18_gp15	-	K4.1	SENP3	-	SMT3IP1|SSP3|Ulp1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385007	4961450	2738	1776953	109000	HHV8GK18_gp14	hCG_1995022	K4.2	GLI4	-	HKR4|ZNF928	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385008	4961450	220972	1776953	128666	HHV8GK18_gp14	RP11-67C2.1	K4.2	MARCH8	-	MARCH-VIII|MIR|RNF178|c-MIR	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385009	4961442	10244	1776945	115538	HHV8GK18_gp16	RP11-65N13.1	K5	RABEPK	-	RAB9P40|bA65N13.1|p40	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385010	4961442	10159	1776945	115461	HHV8GK18_gp16	HT028	K5	ATP6AP2	-	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385011	4961510	10444	1777013	115709	HHV8GK18_gp17	-	K6	ZER1	-	C9orf60|ZYG|ZYG11BL	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385012	4961469	9158	1776972	114603	HHV8GK18_gp55	-	K8.1	FIBP	-	FGFIBP|FIBP-1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385013	4961469	1351	1776972	107744	HHV8GK18_gp55	-	K8.1	COX8A	-	COX|COX8|COX8-2|COX8L|VIII|VIII-L	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385014	4961469	8834	1776972	114361	HHV8GK18_gp55	-	K8.1	TMEM11	-	C17orf35|PM1|PMI	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385015	4961469	4729	1776972	110807	HHV8GK18_gp55	-	K8.1	NDUFV2	-	CI-24k	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385016	4961469	645425	1776972	570450	HHV8GK18_gp55	RP11-219C24.1	K8.1	PRAMEF20	-	PRAMEF21	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385017	4961469	55529	1776972	120700	HHV8GK18_gp55	-	K8.1	TMEM55A	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385018	4961469	4258	1776972	110414	HHV8GK18_gp55	-	K8.1	MGST2	-	GST2|MGST-II	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385019	4961469	84293	1776972	124020	HHV8GK18_gp55	PRO2290	K8.1	FAM213A	-	C10orf58|PAMM	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385020	4961469	81839	1776972	123595	HHV8GK18_gp55	-	K8.1	VANGL1	-	KITENIN|LPP2|STB2|STBM2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385021	4961469	1350	1776972	107743	HHV8GK18_gp55	-	K8.1	COX7C	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385022	4961469	147991	1776972	127110	HHV8GK18_gp55	-	K8.1	DPY19L3	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385023	4961469	10651	1776972	115894	HHV8GK18_gp55	-	K8.1	MTX2	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385024	4961469	55763	1776972	120881	HHV8GK18_gp55	BM-012	K8.1	EXOC1	-	BM-102|SEC3|SEC3L1|SEC3P	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385025	4961469	55770	1776972	120887	HHV8GK18_gp55	RP11-164H16.2	K8.1	EXOC2	-	SEC5|SEC5L1|Sec5p	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385026	4961469	9167	1776972	114608	HHV8GK18_gp55	-	K8.1	COX7A2L	-	COX7AR|COX7RP|EB1|SIG81	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385027	4961469	57216	1776972	121454	HHV8GK18_gp55	-	K8.1	VANGL2	-	LPP1|LTAP|STB1|STBM|STBM1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385028	4961469	79143	1776972	122562	HHV8GK18_gp55	XXbac-BCX105G6.4	K8.1	MBOAT7	-	BB1|LENG4|LPIAT|LRC4|MBOA7|OACT7|hMBOA-7	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385029	4961469	25813	1776972	117342	HHV8GK18_gp55	CGI-51	K8.1	SAMM50	-	OMP85|SAM50|TOB55|TRG-3|YNL026W	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385030	4961469	84447	1776972	124085	HHV8GK18_gp55	-	K8.1	SYVN1	-	DER3|HRD1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385031	4961469	1345	1776972	107738	HHV8GK18_gp55	-	K8.1	COX6C	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385032	4961469	4714	1776972	110794	HHV8GK18_gp55	RP11-411B6.5	K8.1	NDUFB8	-	ASHI|CI-ASHI	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385033	4961469	4723	1776972	110802	HHV8GK18_gp55	-	K8.1	NDUFV1	-	CI-51K|CI51KD|UQOR1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385034	4961469	54822	1776972	120177	HHV8GK18_gp55	-	K8.1	TRPM7	-	ALSPDC|CHAK|CHAK1|LTRPC7|LTrpC-7|TRP-PLIK	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385035	4961469	5898	1776972	111834	HHV8GK18_gp55	-	K8.1	RALA	-	RAL	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385036	4961469	4725	1776972	110804	HHV8GK18_gp55	RP11-781D11.3	K8.1	NDUFS5	-	CI-15k|CI15K	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385037	4961469	23788	1776972	117287	HHV8GK18_gp55	HSPC032	K8.1	MTCH2	-	MIMP|SLC25A50	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385038	4961469	4696	1776972	110776	HHV8GK18_gp55	-	K8.1	NDUFA3	-	B9|CI-B9	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385039	4961469	84303	1776972	124029	HHV8GK18_gp55	-	K8.1	CHCHD6	-	CHCM1|PPP1R23	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385040	4961469	9847	1776972	115182	HHV8GK18_gp55	-	K8.1	C2CD5	-	CDP138|KIAA0528	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385041	4961469	4715	1776972	110795	HHV8GK18_gp55	-	K8.1	NDUFB9	-	B22|CI-B22|LYRM3|UQOR22	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385042	4961469	6646	1776972	112529	HHV8GK18_gp55	RP11-215I23.1	K8.1	SOAT1	-	ACACT|ACAT|ACAT-1|ACAT1|SOAT|STAT	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385043	4961469	57181	1776972	121430	HHV8GK18_gp55	-	K8.1	SLC39A10	-	LZT-Hs2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385044	4961469	286410	1776972	130370	HHV8GK18_gp55	RP11-197K18.1	K8.1	ATP11C	-	ATPIG|ATPIQ	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385045	4961469	114882	1776972	125383	HHV8GK18_gp55	-	K8.1	OSBPL8	-	MST120|MSTP120|ORP8|OSBP10	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385046	4961469	8879	1776972	114398	HHV8GK18_gp55	-	K8.1	SGPL1	-	S1PL|SPL	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385047	4961469	90809	1776972	124764	HHV8GK18_gp55	-	K8.1	TMEM55B	-	C14orf9	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385048	4961469	9329	1776972	114738	HHV8GK18_gp55	-	K8.1	GTF3C4	-	KAT12|TFIII90|TFIIIC290|TFIIIC90|TFIIICDELTA	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385049	4961469	51439	1776972	119541	HHV8GK18_gp55	-	K8.1	FAM8A1	-	AHCP	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385050	4961469	2976	1776972	109231	HHV8GK18_gp55	-	K8.1	GTF3C2	-	TFIIIC-BETA|TFIIIC110	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385051	4961469	1327	1776972	107720	HHV8GK18_gp55	-	K8.1	COX4I1	-	COX4|COX4-1|COXIV	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385052	4961469	11101	1776972	116282	HHV8GK18_gp55	RP11-78A18.1	K8.1	ATE1	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385053	4961469	54407	1776972	119943	HHV8GK18_gp55	-	K8.1	SLC38A2	-	ATA2|PRO1068|SAT2|SNAT2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385054	4961469	2975	1776972	109230	HHV8GK18_gp55	-	K8.1	GTF3C1	-	TFIIIC|TFIIIC220|TFIIICalpha	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385055	4961469	28958	1776972	118785	HHV8GK18_gp55	HSPC009	K8.1	COA3	-	CCDC56|MITRAC12	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385056	4961469	1347	1776972	107740	HHV8GK18_gp55	-	K8.1	COX7A2	-	COX7AL|COX7AL1|COXVIIAL|COXVIIa-L|VIIAL	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385057	4961469	259266	1776972	129236	HHV8GK18_gp55	RP11-32D17.1	K8.1	ASPM	-	ASP|Calmbp1|MCPH5	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385058	4961469	4512	1776972	110615	HHV8GK18_gp55	-	K8.1	COX1	-	COI|MTCO1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385059	4961469	535	1776972	107018	HHV8GK18_gp55	-	K8.1	ATP6V0A1	-	ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385060	4961469	4716	1776972	110796	HHV8GK18_gp55	-	K8.1	NDUFB10	-	PDSW	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385061	4961469	6293	1776972	112200	HHV8GK18_gp55	DADB-91M20.1	K8.1	VPS52	-	ARE1|SAC2|SACM2L|dJ1033B10.5	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385062	4961469	2734	1776972	108996	HHV8GK18_gp55	RP11-252A24.7	K8.1	GLG1	-	CFR-1|ESL-1|MG-160|MG160	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385063	4961469	7384	1776972	113230	HHV8GK18_gp55	-	K8.1	UQCRC1	-	D3S3191|QCR1|UQCR1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385064	4961469	3276	1776972	109512	HHV8GK18_gp55	-	K8.1	PRMT1	-	ANM1|HCP1|HRMT1L2|IR1B4	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385065	4961469	23304	1776972	116896	HHV8GK18_gp55	RP3-392M17.3	K8.1	UBR2	-	C6orf133|bA49A4.1|dJ242G1.1|dJ392M17.3	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385066	4961469	192286	1776972	128172	HHV8GK18_gp55	-	K8.1	HIGD2A	-	RCF1b	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385067	4961469	9114	1776972	114564	HHV8GK18_gp55	-	K8.1	ATP6V0D1	-	ATP6D|ATP6DV|P39|VATX|VMA6|VPATPD	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385068	4961469	1329	1776972	107722	HHV8GK18_gp55	-	K8.1	COX5B	-	COXVB	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385069	4961469	27089	1776972	117991	HHV8GK18_gp55	-	K8.1	UQCRQ	-	MC3DN4|QCR8|QP-C|QPC|UQCR7	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385070	4961469	9328	1776972	114737	HHV8GK18_gp55	RP11-326L24.5	K8.1	GTF3C5	-	TFIIIC63|TFIIICepsilon|TFiiiC2-63	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385071	4961469	10640	1776972	115884	HHV8GK18_gp55	-	K8.1	EXOC5	-	HSEC10|PRO1912|SEC10|SEC10L1|SEC10P	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385072	4961469	9145	1776972	114592	HHV8GK18_gp55	RP3-333H23.3	K8.1	SYNGR1	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385073	4961469	55004	1776972	120336	HHV8GK18_gp55	PP7157	K8.1	LAMTOR1	-	C11orf59|PDRO|Ragulator1|p18|p27RF-Rho	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385074	4961469	2969	1776972	109224	HHV8GK18_gp55	-	K8.1	GTF2I	-	BAP135|BTKAP1|DIWS|GTFII-I|IB291|SPIN|TFII-I|WBS|WBSCR6	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385075	4961469	3032	1776972	109282	HHV8GK18_gp55	MSTP029	K8.1	HADHB	-	ECHB|MTPB|TP-BETA	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385076	4961469	5426	1776972	111422	HHV8GK18_gp55	-	K8.1	POLE	-	CRCS12|FILS|POLE1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385077	4961469	2530	1776972	108806	HHV8GK18_gp55	-	K8.1	FUT8	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385078	4961469	23265	1776972	116867	HHV8GK18_gp55	-	K8.1	EXOC7	-	2-5-3p|EX070|EXO70|EXOC1|Exo70p|YJL085W	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385079	4961469	63892	1776972	121972	HHV8GK18_gp55	-	K8.1	THADA	-	GITA	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385080	4961469	26046	1776972	117509	HHV8GK18_gp55	HSPC087	K8.1	LTN1	-	C21orf10|C21orf98|RNF160|ZNF294	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385081	4961469	116988	1776972	125551	HHV8GK18_gp55	-	K8.1	AGAP3	-	AGAP-3|CENTG3|CRAG|MRIP-1|cnt-g3	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385082	4961469	27248	1776972	118096	HHV8GK18_gp55	UNQ1878/PRO4321	K8.1	ERLEC1	-	C2orf30|CIM|CL24936|CL25084|HEL117|XTP3-B|XTP3TPB	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385083	4961462	23567	1776965	117109	HHV8GK18_gp54	-	K8	ZNF346	-	JAZ|Zfp346	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385084	4961462	83759	1776965	123760	HHV8GK18_gp54	-	K8	RBM4B	-	RBM30|RBM4L|ZCCHC15|ZCCHC21B|ZCRB3B	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385085	4961462	54439	1776965	119955	HHV8GK18_gp54	-	K8	RBM27	-	ARRS1|Psc1|ZC3H18	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385086	4961462	54819	1776965	120174	HHV8GK18_gp54	-	K8	ZCCHC10	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385087	4961462	127687	1776965	126077	HHV8GK18_gp54	RP11-109P14.5	K8	C1orf122	-	ALAESM	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385088	4961462	51101	1776965	119290	HHV8GK18_gp54	CGI-62	K8	ZC2HC1A	-	C8orf70|FAM164A	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385089	4961462	5863	1776965	111801	HHV8GK18_gp54	DADB-159G18.6	K8	RGL2	-	HKE1.5|KE1.5|RAB2L	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385090	4961462	84240	1776965	123971	HHV8GK18_gp54	-	K8	ZCCHC9	-	PPP1R41	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385091	4961462	7884	1776965	113627	HHV8GK18_gp54	-	K8	SLBP	-	HBP	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385092	4961462	29080	1776965	118850	HHV8GK18_gp54	HSPC128	K8	CCDC59	-	BR22|TAP26	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385093	4961462	55794	1776965	120907	HHV8GK18_gp54	-	K8	DDX28	-	MDDX28	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385094	4961462	400506	1776965	134613	HHV8GK18_gp54	-	K8	KNOP1	-	101F10.1|C16orf88|FAM191A|TSG118	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385095	4961462	389421	1776965	133142	HHV8GK18_gp54	RP3-522O2.2	K8	LIN28B	-	CSDD2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385096	4961462	84305	1776965	124031	HHV8GK18_gp54	-	K8	WIBG	-	PYM	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385097	4961462	3202	1776965	109442	HHV8GK18_gp54	-	K8	HOXA5	-	HOX1|HOX1.3|HOX1C	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385098	4961462	84524	1776965	124116	HHV8GK18_gp54	-	K8	ZC3H8	-	Fliz1|ZC3HDC8	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385099	4961462	55689	1776965	120815	HHV8GK18_gp54	-	K8	YEATS2	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385100	4961462	2720	1776965	108984	HHV8GK18_gp54	-	K8	GLB1	-	EBP|ELNR1|MPS4B	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385101	4961526	5476	1777029	111472	HHV8GK18_gp52	RP3-337O18.1	ORF50	CTSA	-	GLB2|GSL|NGBE|PPCA|PPGB	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385102	4961526	2720	1777029	108984	HHV8GK18_gp52	-	ORF50	GLB1	-	EBP|ELNR1|MPS4B	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385103	4961526	26010	1777029	117483	HHV8GK18_gp52	SP1224	ORF50	SPATS2L	-	DNAPTP6|SGNP	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385104	4961526	27349	1777029	118161	HHV8GK18_gp52	AL022237.1	ORF50	MCAT	-	FASN2C|MCT|MT|NET62|fabD	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385105	4961526	85865	1777029	124573	HHV8GK18_gp52	UG0751c10	ORF50	GTPBP10	-	ObgH2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385106	4961526	57669	1777029	121701	HHV8GK18_gp52	-	ORF50	EPB41L5	-	BE37|YMO1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385107	4961526	51538	1777029	119598	HHV8GK18_gp52	HSPC243	ORF50	ZCCHC17	-	HSPC251|PS1D|pNO40	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385108	4961526	54665	1777029	120094	HHV8GK18_gp52	RP11-324J2.1	ORF50	RSBN1	-	ROSBIN	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385109	4961526	51329	1777029	119477	HHV8GK18_gp52	-	ORF50	ARL6IP4	-	SFRS20|SR-25|SRp25|SRrp37	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385110	4961526	83939	1777029	123822	HHV8GK18_gp52	CDA02	ORF50	EIF2A	-	EIF-2A|MST089|MSTP004|MSTP089	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2385111	4961526	7726	1777029	113515	HHV8GK18_gp52	DAAP-200B17.5	ORF50	TRIM26	-	AFP|RNF95|ZNF173	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
